EXP1 Little CPU only
big_freq,little_freq,pp1,pp2,order,fps,latency,watts
500000,500000,8,8,L-G-B,1.04814,954.073,1.95
500000,667000,8,8,L-G-B,1.37755,725.924,2.01
500000,1000000,8,8,L-G-B,1.96979,507.668,2.12
500000,1200000,8,8,L-G-B,2.20334,453.856,2.2
500000,1398000,8,8,L-G-B,2.32626,429.875,2.29
500000,1512000,8,8,L-G-B,2.37939,420.275,2.37
500000,1608000,8,8,L-G-B,2.43431,410.794,2.41
500000,1704000,8,8,L-G-B,2.46599,405.516,2.49
500000,1800000,8,8,L-G-B,2.51702,397.296,2.58
