EXP4 partition points fixed freqs: big=1800000, little=1200000, order=B-L-G
big_freq,little_freq,pp1,pp2,order,fps,latency,watts
1800000,1200000,2,4,B-L-G,14.423,194.835,4.56
1800000,1200000,3,5,B-L-G,14.9053,200.303,4.66
1800000,1200000,4,6,B-L-G,9.34237,261.552,4.29
1800000,1200000,5,7,B-L-G,8.18825,291.185,3.49
1800000,1200000,6,8,B-L-G,10.4897,189.831,3.76
