EXP4 partition points fixed freqs: big=1800000, little=1200000, order=G-B-L
big_freq,little_freq,pp1,pp2,order,fps,latency,watts
1800000,1200000,0,3,G-B-L,5.37901,224.775,4.628571428571429
1800000,1200000,1,4,G-B-L,6.45463,261.856,4.0
1800000,1200000,2,5,G-B-L,7.55968,208.996,4.180645161290323
1800000,1200000,3,6,G-B-L,13.2391,186.61,4.309859154929578
1800000,1200000,4,7,G-B-L,12.3362,202.316,4.177777777777778
1800000,1200000,5,8,G-B-L,13.4213,119.201,4.206741573033708
